click,impression,url_hash,ad_id,advertiser_id,depth,position,query_id,keyword_id,title_id,description_id,user_id
1,1,1.4415681608498106e+19,21194517,34292,1,1,41533,49026,154772,15699,3875745
0,1,1.4347859242938208e+19,20684628,33931,2,1,185030,2178,20029,38833,0
1,1,7.90391452832019e+18,21162430,1325,2,2,3589,10840,29041,30599,7378973
1,1,2.6928596198512824e+18,4311129,2051,2,2,99001,115053,182795,161497,7485151
1,1,1.2089732170889036e+19,20360650,4218,2,1,649360,1604,22431,207,1817620
0,3,5.260594170071819e+16,3048013,23782,1,1,18446719,493,333,526,14272811
1,1,1.4531867648059392e+19,20417175,27482,1,1,54086,48513,54196,76,22165435
0,1,2.364607393400564e+18,21259905,36387,2,2,6587,3066,280782,233349,599217
1,1,7.90391452832019e+18,21162526,1325,2,1,274063,10,22,23,402216
0,1,7.455366139119306e+18,21244404,36248,2,2,4023923,20908,78107,60993,173976
1,1,1.205787899908646e+19,20203709,27961,1,1,67,158,83,109,10868152
1,1,1.2331945812178326e+19,21119923,33690,1,1,180434,114628,756974,951169,376093
0,1,4.203081172173604e+18,4427101,28647,3,3,1328464,419,25164,14885,0
1,1,1.5744194984927324e+19,1691198,11235,3,3,609722,13787,217307,185038,2744921
1,1,5.468727571223081e+18,20002590,1381,2,2,740,1206,1937,2182,12705132
0,1,5.433192684383793e+18,21354450,36735,3,3,416459,90,2316,2494,547963
1,1,1.205787899908646e+19,20163506,27961,1,1,220,9,18,27,212318
1,2,7.703279069701544e+18,21299640,4983,1,1,14,26,38,51,22034316
1,1,1.4340390157469405e+19,7113030,23777,1,1,12955330,1437,917,1089,0
1,1,1.3158153041327137e+19,2260728,7074,2,2,13433677,84195,450203,331354,181206
1,1,8.848021695083076e+18,20035409,2387,3,1,179,509,2721,3336,2731875
1,1,1.753883498911357e+19,1767245,6915,2,2,8,143,1617,1407,4596037
0,3,1.4213515382240872e+19,22073673,38301,3,3,31169,463,10819,1244,0
0,1,1.39826104833129e+19,21345641,591,1,1,591,2423,3802,3184,9235194
0,1,1.022528293127221e+19,4305076,1061,2,1,91724,14223,6794,74866,2606499
1,1,2.0021430589649848e+18,20607311,24124,2,1,11717568,636,6693,78643,6317047
0,1,7.010385989455118e+18,9585571,23637,3,2,17,32,1851,123,1863979
0,1,1.7917319755680348e+19,5804364,27663,1,1,1840038,401407,1756692,89158,0
0,1,4.998895501216811e+18,20712854,34453,2,1,14667,133885,1089240,875680,0
1,5,1.2943519435171692e+18,20066713,24162,2,2,7,5,65,49,715082
1,2,2.6928596198512824e+18,21742972,2051,2,2,241,20580,18027,17435,170612
0,1,1.205787899908646e+19,20157587,27961,3,3,0,0,7,14,2517937
0,1,1.5392466807196035e+19,21119529,35648,2,2,65909,3540,6017,24363,589722
0,1,1.7705466655383772e+18,21130445,8375,2,1,842610,3749,33938,32031,0
0,1,1.4340390157469405e+19,20644076,23808,3,2,6477373,898,201,297,0
1,1,1.4531867648059392e+19,21770805,27482,1,1,61557,57342,67486,6,64365
0,1,2.1115975172883315e+18,21167559,35100,3,2,332219,1273,6210,6502,26485
0,1,8.624410930658002e+18,21164024,20853,2,1,13843267,463110,1700855,443365,0
0,1,1.772671565321959e+19,21163868,9785,3,1,2099367,1797,317,5241,0
0,1,9.279176529507936e+18,10673560,23649,1,1,4802101,74404,104460,6060,0
0,2,1.205787899908646e+19,20183698,27961,2,2,8386601,35934,132876,121752,715658
0,1,1.4164195765946456e+19,21872984,18482,3,3,123501,70667,179096,152614,451490
0,1,1.4531867648059392e+19,7144616,27484,2,1,1093,3274,110,279,3590954
1,1,1.5234067465152874e+19,9821098,16951,2,1,874,1779,178495,528859,8602777
1,1,1.205787899908646e+19,20183801,27961,1,1,109430,9954,14768,10564,1149264
1,1,3.7675426948818144e+17,20818111,34577,2,2,44301,65479,2067127,972010,3104148
0,1,1.7363854844105062e+19,20017078,23798,1,1,789746,16177,4,16444,2035608
0,1,6.324020793843805e+18,20711342,27500,3,2,4,33,417,262,10704445
0,1,1.168266798376858e+19,20282259,32763,2,2,15881614,460,195720,16378,910951
0,1,1.205787899908646e+19,20192652,27961,1,1,19464403,1121,3063,8754,21361355
0,1,1.2427090279221135e+19,4312979,7674,1,1,13742903,3088,31674,29518,516291
1,2,7.089153070618363e+17,20561375,21500,2,1,1117,1996,6533,6759,915939
1,1,1.4600073692226417e+19,21518992,4004,2,1,3609,16546,121830,105831,7000446
0,3,9.624759550716748e+18,21329702,36434,1,1,19512549,72305,1183587,941354,1495240
1,1,9.202950386060777e+18,4339606,822,1,1,17345074,965204,2822847,3070985,0
0,1,1.3552524517148328e+19,4226280,13800,2,2,833588,10018,11555,9395,0
1,1,1.588905223280178e+19,3138472,7570,3,1,5759,13507,820,1744,2236892
1,1,5.260594170071819e+16,3048013,23782,1,1,387927,747,2387,3007,12945726
0,4,1.432575689518243e+19,5941806,24161,2,1,3940,8761,230,350,1622247
0,1,1.205787899908646e+19,20185489,27961,2,2,15650829,46,227,366,11439384
1,1,8.112727470206169e+18,21547846,37420,2,1,151,1252,2212,2460,16279688
1,3,2.8068192128413297e+18,22141494,38756,3,2,718,29,4570,2448,4451824
0,1,2.682522087673543e+18,10796182,30324,3,2,946,2839,17487,19781,2103811
0,1,1.0846751646955758e+19,21217036,3114,3,2,2774499,48580,233507,65138,0
1,1,1.7378916553169437e+19,21156303,20855,2,1,159795,7738,701,4416,320344
1,1,2.4127717961104635e+18,20067140,23781,2,1,724001,3172,8,1,9022618
0,3,2.9949248459562813e+18,20061281,23803,1,1,421,948,106,73,1490237
1,1,1.4347859242938208e+19,21022176,33931,1,1,2359980,693,7216,7714,4253686
1,1,1.3243640383761203e+19,20900491,2401,2,1,18737,617,946,1137,407627
1,326,1.740255467320346e+18,4381909,21500,2,2,2783,5544,20759,19958,0
1,1,1.7446436672557894e+19,1590297,357,2,1,47,165,143,268,16744073
0,2,1.4340390157469405e+19,10229241,23808,1,1,194973,81623,124220,256,323551
1,1,1.4402276975043946e+19,21265832,35952,1,1,19944043,78328,167109,255314,8671537
0,1,1.2761937145908515e+19,21220411,2636,1,1,84,124,537,712,11240436
0,3,1.9554024591500943e+18,20630360,1567,3,2,673626,100035,138811,138286,0
0,1,1.5145480155589095e+19,22072956,23807,1,1,1700,269,2849,3113,1130438
1,4,1.5989049276530887e+19,20314350,23824,2,2,3439,10850,22718,31,276527
0,1,1.7363854844105062e+19,20017078,23798,2,1,514291,43255,4,53716,5093035
1,2,1.281053677905816e+19,21329846,35855,2,2,1408331,25228,28174,32305,445237
1,1,1.5989049276530887e+19,20313585,23828,3,1,3447,10630,31569,140,6018340
1,1,1.4340390157469405e+19,9027313,23808,1,1,23704177,1529,1593,10,859383
0,1,1.7363854844105062e+19,20017082,23798,1,1,23153818,986,751,949,284798
1,1,1.4151235179447028e+19,10388961,28961,1,1,291384,143198,454058,216839,862587
1,3,1.4415681608498106e+19,20915489,34292,1,1,15685,9719,12650,12507,2102887
0,1,1.4340390157469405e+19,3126882,23777,2,1,46178,1274,1659,1915,2048423
0,1,1.319522902220335e+19,21231192,18049,2,2,206894,568,5698,16155,0
1,1,7.53684113090204e+18,21208884,34619,2,1,4597,15508,1299,1517,7925927
0,1,1.8495543478999327e+18,21113306,9206,2,1,12208517,69462,334209,207568,0
0,1,1.4340390157469405e+19,9027446,23808,3,1,1320990,92607,8538,10,0
0,1,1.2399789966654745e+19,21733150,37572,3,2,38575,37,24637,5427,185510
1,1,1.5189591743514771e+19,20183313,32789,2,1,12414,3868,7373,2173,2187266
1,1,1.1882327586100842e+19,21964521,38082,2,2,906163,152802,964689,770842,541381
0,1,1.4340390157469405e+19,9027211,23808,2,2,928,5962,203,302,647311
1,2,1.2089732170889036e+19,20360290,4218,3,1,3612,9907,1022,3797,212950
1,1,1.8054023944582973e+19,20591860,29479,3,2,934855,38549,93297,938,345815
1,4,1.181539361417321e+19,20656755,33139,2,1,2898,5663,230922,193972,305834
0,2,9.775129386589583e+18,20577378,20379,2,2,317,656,28753,27209,4126753
0,1,8.848362366418244e+18,1418427,6309,2,2,495060,282734,1971097,1550117,566792
0,1,1.205787899908646e+19,20192559,27961,1,1,1951672,268,895,3477,1508951
0,1,1.205787899908646e+19,20174775,27961,3,2,3473243,7505,22605,21558,0
1,1,8.331578559997491e+18,20348816,29207,2,2,237844,6430,3512,7164,1743443
0,1,5.120683440510468e+18,8676724,1268,1,1,136690,40,45,13,583545
0,2,1.205787899908646e+19,20164768,27961,1,1,24002700,1251,1359,1822,0
1,1,1.5437380231680154e+19,21847636,37822,3,2,91794,20197,562483,448841,0
0,1,3.2643867987004554e+18,10869115,30419,2,1,642,1327,5644,5958,200533
0,10,1.3311343438192929e+19,3806502,23791,1,1,41,24,31,33,2954527
0,1,1.205787899908646e+19,20163507,27961,2,2,122,399,268,415,730820
1,1,2.0021430589649848e+18,20603573,24124,2,1,1175,671,23861,1589,307255
1,1,1.205787899908646e+19,20183808,27961,3,3,122645,4560,24040,25707,1680687
1,1,8.848021695083076e+18,20121487,2387,1,1,459093,208130,598839,500740,176867
1,1,5.208883184622572e+18,22111542,37818,3,1,192,3014,1916,2161,10416029
0,2,7.703279069701544e+18,21275788,4983,2,2,638667,3115,31101,12355,448272
0,1,5.079901068051391e+18,4251682,25928,1,1,864157,93413,171024,145874,916411
0,1,1.0069722417935503e+19,20908106,35079,2,1,329,113,17028,20752,363121
0,1,1.3756257544627677e+19,8350705,24035,1,1,212,594,7554,12654,1947778
1,1,6.601746059193693e+18,1768914,14428,1,1,24678513,938,610,239,960936
1,1,4.517396212946768e+18,3803914,23793,1,1,2379,6149,59,130,1900502
1,1,1.205787899908646e+19,20163238,27961,2,2,4467552,1923,4650,6005,1565355
0,1,2.3168980258269614e+18,20640318,4716,2,1,11367530,3093,3420,4055,2905610
1,1,1.3557133018779933e+19,20875600,34246,3,1,65,119,2742,403,2733961
0,1,6.539424021056515e+18,3219148,23777,2,1,10,54,57,72,7327729
0,1,1.136372424770545e+19,20124440,30405,2,2,14478837,10807,222228,239692,998923
0,2,3.163997420314436e+18,7409293,26288,2,2,2542670,22804,46275,53873,1342713
0,1,3.482510777181767e+18,22085329,38479,3,1,2488663,12720,80989,40426,908148
1,1,1.147957373620592e+19,21164209,24130,2,1,13385900,81,404,584,0
1,3,1.4317150678505504e+17,7795179,11562,1,1,48243,8578,1127048,604925,0
0,1,8.848021695083076e+18,20047086,2387,2,2,241,740,204,193,597341
0,1,1.4340390157469405e+19,21360102,23777,2,1,474,376,10282,1680,12378223
0,1,1.205787899908646e+19,20174614,27961,1,1,11929,10039,46177,49794,3623688
0,1,1.4340390157469405e+19,20644045,23808,1,1,191,2,1,3,1374172
0,1,1.3063351436030833e+19,9968314,17413,3,2,6829864,39515,1136076,911794,0
0,1,6.801913394143187e+16,4371427,11703,1,1,26235625,41230,44037,40401,2686867
0,1,9.806838428950888e+18,21811756,37737,2,2,9465,94,375,1219,5887829
1,1,1.4756578758696272e+19,22158560,3625,2,2,63081,1847,195863,142992,1107057
0,1,9.72682106599845e+18,21325198,36605,2,1,45623,14779,147156,16876,1087482
1,1,1.205787899908646e+19,20192651,27961,2,1,647,1853,3288,3643,1122447
0,1,1.804011248540576e+19,20908196,35088,2,1,0,0,43,50,3320784
1,1,1.3384857948156529e+18,20802278,33931,2,2,23764,12499,16256,31036,5114997
0,1,1.4340390157469405e+19,21163921,23808,2,2,495804,1433,2428,38,158931
0,1,1.130902570404585e+19,22002402,38263,3,2,3,274,80,105,4147376
1,1,1.4340390157469405e+19,20643955,23808,2,2,9151860,342,466,488,59870
0,1,7.441172720328995e+18,22134070,38475,1,1,4462,1707,77428,68837,6974888
1,1,1.5234067465152874e+19,21369454,16951,2,2,14352762,146801,3765032,2951044,0
0,1,7.010385989455118e+18,9583920,23637,2,2,43530,1499,5793,227,129908
1,1,6.764238664920475e+18,20929734,35158,2,1,1245,2436,22522,2912,5913732
1,1,7.90391452832019e+18,20869471,2010,1,1,20320059,7173,23231,85,0
1,1,1.4340390157469405e+19,21163925,23808,2,1,49,615,938,148,15312173
1,1,1.588905223280178e+19,3137471,7570,1,1,188,445,821,1852,22447730
1,10,8.848021695083076e+18,21227912,2387,1,1,281872,216203,642306,558559,0
1,1,1.077230928844858e+19,20705601,34202,2,1,2236,1714,28596,30018,6360990
0,1,1.4340390157469405e+19,3110009,23777,1,1,76403,69721,141709,122121,23593924
0,2,7.90391452832019e+18,21162550,1325,2,2,1870418,247,1698,2376,913381
0,1,7.959210463260627e+18,4241032,20730,2,1,72689,11102,8893,19307,0
1,1,1.5989049276530887e+19,20314330,23824,2,2,5805,15595,31082,31,16420773
1,1,1.1049827588209215e+19,21156602,15110,2,1,1104,32796,65169,24804,14041348
0,1,1.0104152320983615e+19,20209358,1511,3,3,845422,455012,2519623,670066,564822
0,1,1.9814559240145062e+17,21819147,37743,3,3,57912,10779,522935,28651,0
1,1,8.893439702406565e+18,21205790,29914,2,1,1,28,5892,3931,9359691
1,1,1.5145480155589095e+19,21183713,23807,2,1,5145037,13397,4336,8,2408489
1,1,2.6928596198512824e+18,21756209,2051,2,2,170329,157533,397201,324854,211878
0,1,1.3606282814606797e+19,21834412,37772,2,2,173125,765,23850,22591,0
1,2,2.9949248459562813e+18,20061243,23803,1,1,8268,14688,12005,386,343649
1,1,1.5771082217451264e+18,21345592,36645,2,2,1549302,55821,1797000,1419496,118752
1,1,4.696782904677008e+18,3178158,23790,1,1,2363002,2277,32,54,5069972
1,3,1.4340390157469405e+19,9027213,23808,2,1,1,1,0,0,16006611
1,1,1.1624066761054958e+19,3373959,5962,1,1,1656,2129,171,217,21424206
1,1,5.694962621524833e+18,9410102,5550,2,2,11212919,8759,39452,105142,279718
1,16,1.516792799340693e+19,20207825,781,2,1,599,2515,9155,295,15173
1,1,4.8767020671739514e+17,20590876,24027,1,1,73453,341874,2621025,2058318,2942529
0,1,1.7299638493773875e+18,9584598,23637,3,1,5478723,28231,166,96,138174
0,16,1.205787899908646e+19,20222693,27961,1,1,117967,326,215,319,0
0,1,1.3055532161255512e+19,4360846,13179,3,2,8482546,7430,125439,112244,2272509
1,2,1.0726002060893143e+19,20036558,23800,1,1,127,49,44,75,10210096
1,1,8.964819613832005e+18,21898456,37210,2,1,1174,239,1939,2263,1939676
0,4,8.669611020314612e+18,20665898,33967,1,1,365532,111,6200,6494,0
0,5,1.6718318332879907e+19,21300048,4983,3,3,1381,2832,15617,15220,2142824
1,13,8.134264174510893e+18,10593096,1268,3,2,8219,809,830,638,0
0,1,1.4340390157469405e+19,4450328,23777,3,3,4969148,13733,36652,33952,4385242
0,2,1.4340390157469405e+19,21360116,23777,3,1,4324,90,380,401,0
1,1,4.2981186814246446e+18,3005236,385,3,1,203,3215,5754,6049,3577286
1,1,3.7861758843852406e+18,21759864,18057,2,1,6052,6263,28396,26750,16297418
1,1,1.8390644256412518e+19,20319969,879,2,1,681520,210694,1029972,318902,12467000
1,1,1.6564593429321016e+18,4292691,24638,3,2,7620633,55353,373941,315002,1868589
1,1,7.718107921866424e+18,4239063,10647,1,1,17809,5249,35856,37454,405698
1,31,5.358661540375364e+18,21791480,37692,2,1,14061,208,806,2206,0
1,1,9.44342802335064e+18,21878710,37600,3,2,2191573,212482,2326396,1693,1668721
0,1,1.0091210655377037e+19,20776637,28212,2,2,13603478,56929,228994,256064,512683
1,1,1.1627567248264462e+19,20425227,82,2,1,131,136,87,116,16823399
0,1,7.90391452832019e+18,21162402,1325,2,2,6800,25736,48087,50306,78646
0,1,7.591930014540977e+18,21945353,38166,2,1,10329497,1453,8479,8628,2821953
0,2,1.7299638493773875e+18,9584422,23637,3,3,1,226,694,145,3147781
0,1,9.75107224858461e+18,10850141,29713,2,1,8829,974,66701,82376,967203
0,1,1.8036767643507184e+19,20656634,33947,3,3,4082346,4365,26603,507,3896992
1,1,1.4340390157469405e+19,9027213,23808,2,1,1,1,0,0,13474262
0,1,1.66487037457573e+19,10612180,29711,3,2,258440,77340,826817,737560,0
1,1,2.4127717961104635e+18,20067139,23781,1,1,23097219,236,8,1,8209573
1,1,1.689028136318244e+19,20443593,33281,2,1,4274,7769,63735,43431,327220
0,1,1.4340390157469405e+19,6434934,23777,1,1,569170,14,10,17,9768525
0,1,1.0742740517893052e+19,21019761,35397,2,2,3139,59,8017,823,268902
0,1,1.6583435308151357e+18,21246014,2298,2,2,4563046,68601,260834,251880,1409619
1,1,7.143518654485987e+18,20393504,33093,1,1,4878,21517,133,25121,759246
0,1,4.637788414135569e+18,20763716,34588,3,2,1436621,8684,601110,813074,0
1,1,9.75107224858461e+18,10937879,29713,2,2,5077158,81382,3924921,3066735,1022094
0,1,1.0978126563812297e+19,1547890,1053,2,1,535434,55727,470804,383165,751524
1,1,1.2972158645927619e+19,10394295,29128,2,2,377641,11900,399758,328965,1854056
0,3,1.205787899908646e+19,20192990,27961,2,2,6,4,39,55,3160010
1,5,1.205787899908646e+19,20174698,27961,1,1,4990534,661,634,974,16617575
1,2,6.201644304947269e+18,21197938,35918,2,1,6334992,123,18174,14023,0
0,1,1.089356239829434e+19,21958995,879,3,1,1749,6145,89277,72352,10307661
0,1,7.90391452832019e+18,21162468,1325,1,1,173844,8842,27651,4415,0
1,1,1.205787899908646e+19,20163623,27961,1,1,25131110,23674,30782,31399,14684312
0,2,1.4340390157469405e+19,6434971,23777,2,2,539783,9,270,382,2747614
1,1,1.4340390157469405e+19,21163923,23808,1,1,16880203,57,637,37,544797
1,1,1.3384857948156529e+18,20802278,33931,3,1,2931,1723,4791,10626,8743438
0,1,1.4340390157469405e+19,9027213,23808,2,1,1,1,0,0,1147767
1,1,4.192533441706128e+18,21429734,2533,3,1,5145518,34751,73990,65962,2605987
1,1,5.103335732153793e+18,10405659,29900,2,1,764149,42,23,26,0
1,1,1.352869864397721e+19,21953292,38131,3,2,173,1870,36906,62274,8302861
0,2,1.205787899908646e+19,20192676,27961,1,1,19399093,63973,124790,99,10544403
0,1,9.84364232414146e+18,3714032,22876,2,2,9140134,17429,179322,209751,118768
0,1,1.4340390157469405e+19,9027437,23808,1,1,469,300,20,20,48099
0,1,1.7740959527443177e+18,20874956,34761,2,2,718,183,19746,21011,0
0,1,8.624410930658002e+18,21164029,20853,2,1,11862830,843,2299,2333,44660
1,1,1.5989049276530887e+19,20314343,23824,2,1,251880,156234,634830,31,1246825
1,1,9.75107224858461e+18,10939146,29713,2,2,1368,254,210,311,2777771
1,2,1.3756257544627677e+19,8176638,24354,3,2,9330,2183,13604,3652,9965293
0,1,9.004035880665278e+18,20595493,33800,3,2,4618,17048,19812,22583,10659205
1,3,1.4340390157469405e+19,20644008,23808,3,1,576200,5222,1144,1350,1193906
0,1,6.828193162136375e+17,21345286,36690,2,1,525,112,1103,203,38696
1,1,1.1547636679726547e+19,21229145,36219,2,1,27304,10633,998473,1155,6040998
1,1,1.5989049276530887e+19,20314623,23828,2,1,5713,29355,28583,140,12764578
1,1,1.8425200088803072e+19,20033125,23790,1,1,42,160,27,29,17767403
0,1,2.6928596198512824e+18,4344041,2051,2,1,60,71,151,218,6676895
0,1,5.589649412465737e+18,20950161,35067,1,1,276,320,153,353,10676198
1,1,1.2003233572914084e+18,21359750,11727,2,2,5755,457,20832,28568,16774011
0,1,4.307695610000461e+18,21263378,35824,3,2,633218,207,6858,3140,1283795
1,1,1.4340390157469405e+19,3109527,23777,1,1,10002,1130,1262,1483,22508754
1,1,5.494145166418657e+18,9783381,26293,3,1,6398,9026,125,467,2031030
1,1,1.0493494137545437e+19,21143841,19755,1,1,14288910,4177,4681,6093,0
1,1,1.4779372599199648e+19,20601311,2494,2,1,1692741,474865,2531682,546,1417071
0,1,5.108201723211251e+18,20140233,11506,2,2,406523,5062,66918,66043,0
1,1,1.377110514572668e+19,21205776,35349,3,1,11127,225,4289,5317,943580
0,1,9.167939407708365e+18,21592987,33747,2,2,3367997,61193,190357,15961,0
1,2,1.5859647530187389e+19,4291071,23778,3,2,1,25,11,24,946571
0,2,1.4340390157469405e+19,10397422,23808,2,2,117,13,50,15,10370766
1,1,1.7194491571363197e+19,21343373,36652,1,1,2174,72169,134899,116552,9860286
0,1,1.034946865176566e+19,21522776,37422,2,1,0,0,26,28,16237834
1,1,1.6742159257768634e+19,6557034,2218,2,1,1694812,542712,2534469,2011938,832706
1,1,1.7299638493773875e+18,9584171,23637,3,1,252,401,907,5818,10660885
0,1,5.589649412465737e+18,21460367,35035,3,3,1340657,1309,76892,274,4160273
0,1,9.662243402272995e+18,21474197,36286,2,2,3861,25971,47803,43783,12761912
0,1,1.813599107170445e+19,20048553,32242,1,1,1925921,46784,488416,168071,0
0,1,1.2089732170889036e+19,20361194,4218,2,2,9365,19805,244,207,7564520
1,1,1.4340390157469405e+19,9027448,23808,1,1,7823,2018,56,68,6585285
1,1,1.1999177077576186e+19,21944838,13061,1,1,21837920,14090,85037,75668,1321281
1,1,4.503742389427688e+18,10253565,28226,1,1,180695,49628,286547,3040,20854025
1,1,6.608251685683224e+18,4279436,8149,2,2,365959,407432,916109,323941,16642158
0,1,1.205787899908646e+19,20192674,27961,3,3,676275,4108,29828,33746,1424696
1,2,1.205787899908646e+19,20180611,27961,1,1,18762002,2309,2233,2861,150915
0,1,1.034946865176566e+19,21522776,37422,2,1,0,0,26,28,14847280
1,4,1.588905223280178e+19,21363369,7570,2,1,23994,37683,820,180779,50562
1,1,1.3311343438192929e+19,3806502,23791,1,1,270,24,31,33,496878
0,1,5.410547229158581e+18,6457362,24173,2,2,15647,5923,77,102,4671547
0,1,4.2981186814246446e+18,20092452,385,1,1,20066101,27792,26685,4440,0
1,1,1.7363854844105062e+19,20017080,23798,1,1,24695,4678,4,3908,18947466
0,1,1.205787899908646e+19,20192676,27961,2,2,9724,17572,66493,62805,815
1,1,1.82526417530213e+19,4368130,26141,3,1,30515,18969,8264,36151,249125
1,1,1.4340390157469405e+19,10110402,23808,1,1,6770306,35,58,10,21076427
1,29,2.575759190818998e+18,21412336,36519,3,3,71523,58994,105820,92772,0
1,1,7.90391452832019e+18,21162526,1325,1,1,64,10,22,23,917342
1,1,5.079901068051391e+18,7616041,25928,2,1,6280404,74633,102228,101351,6106593
1,1,8.374971958388247e+18,3819407,4832,3,2,336,5306,8069,10283,3267549
1,1,3.7171981179254487e+18,20124006,30195,2,1,456536,297606,1221189,1356,1208041
1,1,1.4140300435418186e+18,21246163,1502,2,1,660,1725,459,601,2071512
1,1,3.023837267831192e+18,4385495,21959,3,2,72078,158132,947394,767898,8650
1,1,1.2295382699543763e+19,20137948,9898,3,2,92303,79548,476164,430085,237335
1,2,1.4340390157469405e+19,3111378,23777,1,1,86125,3845,4836,5182,10666827
1,2,9.122833094260474e+18,4259114,10316,2,1,6138,22456,97574,88730,2722945
1,6,1.2973938068772772e+19,4342321,14635,2,1,1886545,6147,8909,2450,712713
0,1,1.2777954750083496e+19,4186380,17953,1,1,5226,6999,16134,8043,3106
1,1,5.260594170071819e+16,3048011,23782,1,1,2103,84,68,104,5747863
1,1,4.648374909274632e+18,22134042,37340,3,1,430269,679,29762,13077,1495424
0,1,1.4340390157469405e+19,6434912,23777,1,1,420643,16,36,44,453318
1,7,1.205787899908646e+19,20174705,27961,1,1,355707,25213,29974,31847,1437666
0,2,8.470768148487945e+18,20569938,30802,1,1,1127,727,9004,5939,2895526
0,1,7.591930014540977e+18,21945353,38166,1,1,22843748,1453,8479,8628,5688675
1,1,9.002506489709893e+18,4340038,782,3,1,9492,3522,151645,155210,5177178
1,1,1.4340390157469405e+19,9027213,23808,2,1,1,1,0,0,2274492
0,8,1.4340390157469405e+19,21163926,23808,1,1,21871,53238,113494,288,0
1,1,6.170683676171038e+18,20562936,9785,2,1,256481,1797,19540,22180,17663
0,1,1.8375698827927087e+19,8152572,7925,1,1,79344,1413,26025,5329,90385
0,1,9.75107224858461e+18,10939154,29713,1,1,3547921,13600,53470,48512,0
0,1,1.4340390157469405e+19,21163921,23808,2,2,9976,48454,104752,39,15557568
0,2,1.1315908569713166e+19,20311333,18070,3,2,71,328,590,946,884996
0,1,1.5665496732228467e+19,21219800,36140,3,3,129721,7532,440825,599697,1043037
0,1,9.75107224858461e+18,10939132,29713,1,1,1319,69,266,380,19534643
1,1,2.6928596198512824e+18,4330718,2051,2,1,4807,2752,3566,2808,7281371
0,1,2.0021430589649848e+18,20188682,24124,2,1,543969,166234,91,122,134926
1,5,1.4531867648059392e+19,21770924,27482,1,1,61482,8216,6029,6,471892
0,1,8.36284752406596e+18,10596714,29582,3,2,1071,25795,118470,103349,1115306
1,1,9.48057972042496e+18,20708389,34111,2,1,11064,44697,111719,2456,10386848
0,1,1.205787899908646e+19,20180224,27961,1,1,9102216,9032,31974,32749,559865
0,1,2.734780182350102e+18,2989732,23778,1,1,103290,5256,2483,2733,3354319
0,1,3.641561566961592e+18,21296116,7876,2,1,10737440,12372,6556,41330,274561
1,1,7.53573798092583e+18,22111186,38546,3,1,55141,490,128824,17975,749327
0,1,1.049633759216218e+19,20682970,34200,2,2,735,51,259,361,135731
0,1,1.4340390157469405e+19,9027437,23808,1,1,8553,19,20,20,1170120
1,1,1.4600073692226417e+19,21234201,4004,2,2,120,30,1582,3088,1033320
0,2,2.218843836124453e+18,21405883,36890,3,3,1126,1309,760970,920079,0
0,1,7.251627201518253e+18,20665405,2011,1,1,436451,1940,2853,254,9465906
1,1,9.004035880665278e+18,20595493,33800,2,1,11348,35243,50671,47250,4949210
0,1,1.4340390157469405e+19,9027432,23808,2,2,6365,23272,20858,8702,16040867
1,1,1.3090221289647714e+19,20174985,23795,1,1,31,198,3,7,20591906
1,1,1.3991216566165025e+19,20893624,34963,3,2,70777,174848,357074,593411,2241380
0,2,1.7740959527443177e+18,20874956,34761,3,3,4752,11864,187593,8459,0
1,2,2.6928596198512824e+18,4212764,2051,2,2,142881,290,278,56,0
0,1,1.1436740804012392e+18,21345485,24897,3,1,7531116,311910,919084,13793,70751
0,1,5.120683440510468e+18,8676731,1268,2,2,3882085,2483,4981,7052,369429
1,1,1.4340390157469405e+19,9027213,23808,2,1,5,1,0,0,16663315
1,1,1.4340390157469405e+19,21163924,23808,2,1,140665,273,521,62,3545655
0,1,5.764261266378217e+18,20208029,32829,2,2,10131618,6908,15038,14688,7395041
0,1,1.0163377079710845e+19,21471345,36932,2,1,4273589,8660,67971,21310,0
0,1,3.5935495438762004e+18,21898643,37867,1,1,23895284,1091,10200,10247,1667226
0,1,1.257552877938876e+19,3112706,23778,1,1,8880380,1675,17,30,11390758
0,1,7.90391452832019e+18,20623355,2012,2,2,145094,8072,16824,310,453195
0,1,1.2902129976731994e+19,3067652,23785,2,2,1263,5264,21898,181,13930
1,1,1.2837504198869457e+19,20562551,30627,2,1,1139302,17977,688245,185254,1254629
1,1,1.5989049276530887e+19,20314233,23824,3,1,8580,21715,63608,31,336324
1,1,1.323070457056964e+19,20319947,32941,1,1,18796551,1852,1309,1956,690844
1,1,6.715049002232656e+18,3065545,23783,1,1,1142,167,128,212,21362720
1,1,1.3676343896596736e+18,21401017,36897,2,1,75384,1899,59187,111,0
0,2,1.4340390157469405e+19,3126697,23777,3,1,7,5,47,57,173025
1,2,1.205787899908646e+19,20147075,27961,1,1,17572151,234484,577265,556244,840909
1,3,2.6928596198512824e+18,4350397,2051,2,2,182580,4960,2619,81,0
0,1,1.5145480155589095e+19,20889026,23807,2,2,2,11,5,11,16784069
1,1,6.92221519511847e+18,4986417,2119,3,1,8524970,24007,674647,49784,525798
1,1,7.137463797046619e+18,21340327,36665,2,1,10283,27289,82803,675,4832975
0,1,1.205787899908646e+19,20170426,27961,1,1,86,64,184,334,20149128
1,19,1.205787899908646e+19,20192656,27961,1,1,316688,10428,24641,24253,0
1,4,2.351619372577652e+18,1252781,6146,2,1,12750,7862,302286,314929,0
